question_item_id,lang,answer_id,label
q0412,de,57,Equatorial Guinea [GNQ]
q0412,de,58,Eritrea [ERI]
q0412,de,59,Estonia [EST]
q0412,de,60,Eswatini (Swaziland) [SWZ]
q0412,de,61,Ethiopia [ETH]
q0412,de,62,Falkland Islands [FLK]
q0412,de,63,Federated States of Micronesia [FSM]
q0412,de,64,Fiji [FJI]
q0412,de,65,Finland [FIN]
q0412,de,66,France [FRA]
q0412,de,67,French Guiana [GUF]
q0412,de,68,Gabon [GAB]
q0412,de,69,Gambia [GMB]
q0412,de,70,Georgia [GEO]
q0412,de,71,Germany [DEU]
q0412,de,72,Ghana [GHA]
q0412,de,73,Greece [GRC]
q0412,de,74,Grenada [GRD]
q0412,de,75,Guatemala [GTM]
q0412,de,76,Guinea [GIN]
q0412,de,77,Guinea-Bissau [GNB]
q0412,de,78,Guyana [GUY]
q0412,de,79,Haiti [HTI]
q0412,de,80,Honduras [HND]
q0412,de,81,Hungary [HUN]
q0412,de,82,Iceland [ISL]
q0412,de,83,India [IND]
q0412,de,84,Indonesia [IDN]
q0412,de,85,Iran [IRN]
q0412,de,86,Iraq [IRQ]
q0412,de,87,Ireland [IRL]
q0412,de,88,Israel [ISR]
q0412,de,89,Italy [ITA]
q0412,de,90,Jamaica [JAM]
q0412,de,91,Japan [JPN]
q0412,de,92,Jordan [JOR]
q0412,de,93,Kazakhstan [KAZ]
q0412,de,94,Kenya [KEN]
q0412,de,95,Kiribati [KIR]
q0412,de,96,Kosovo []
q0412,de,97,Kuwait [KWT]
q0412,de,98,Kyrgyzstan [KGZ]
q0412,de,99,Laos [LAO]
q0412,de,100,Latvia [LVA]
q0412,de,101,Lebanon [LBN]
q0412,de,102,Lesotho [LSO]
q0412,de,103,Liberia [LBR]
q0412,de,104,Libya [LBY]
q0412,de,105,Liechtenstein [LIE]
q0412,de,106,Lithuania [LTU]
q0412,de,107,Luxembourg [LUX]
q0412,de,108,Madagascar [MDG]
q0412,de,109,Malawi [MWI]
q0412,de,110,Malaysia [MYS]
q0412,de,111,Maldives [MDV]
q0412,de,112,Mali [MLI]
q0412,de,113,Malta [MLT]
q0412,de,114,Marshall Islands [MHL]
q0412,de,115,Mauritania [MRT]
q0412,de,116,Mauritius [MUS]
q0412,de,117,Mexico [MEX]
q0412,de,118,Moldova [MDA]
q0412,de,119,Monaco [MCO]
q0412,de,120,Mongolia [MNG]
q0412,de,121,Montenegro [MNE]
q0412,de,122,Morocco [MAR]
q0412,de,123,Mozambique [MOZ]
q0412,de,124,Myanmar [MMR]
q0412,de,125,Namibia [NAM]
q0412,de,126,Nauru [NRU]
q0412,de,127,Nepal [NPL]
q0412,de,128,Netherlands [NLD]
q0412,de,129,New Zealand [NZL]
q0412,de,130,Nicaragua [NIC]
q0412,de,131,Niger [NER]
q0412,de,132,Nigeria [NGA]
q0412,de,133,North Korea [PRK]
q0412,de,134,Northern Cyprus []
q0412,de,135,Northern Macedonia [MKD]
q0412,de,136,Norway [NOR]
q0412,de,137,Oman [OMN]
q0412,de,138,Pakistan [PAK]
q0412,de,139,Palau [PLW]
q0412,de,140,Palestine [PSE]
q0412,de,141,Panama [PAN]
q0412,de,142,Papua New Guinea [PNG]
q0412,de,143,Paraguay [PRY]
q0412,de,144,Peru [PER]
q0412,de,145,Philippines [PHL]
q0412,de,146,Poland [POL]
q0412,de,147,Portugal [PRT]
q0412,de,148,Qatar [QAT]
q0412,de,149,Romania [ROU]
q0412,de,150,Russia [RUS]
q0412,de,151,Rwanda [RWA]
q0412,de,152,Saint Kitts and Nevis [KNA]
q0412,de,153,Saint Lucia [LCA]
q0412,de,154,Saint Vincent and the Grenadines [VCT]
q0412,de,155,Samoa [WSM]
q0412,de,156,San Marino [SMR]
q0412,de,157,São Tomé and Príncipe [STP]
q0412,de,158,Saudi Arabia [SAU]
q0412,de,159,Senegal [SEN]
q0412,de,160,Serbia [SRB]
q0412,de,161,Seychelles [SYC]
q0412,de,162,Sierra Leone [SLE]
q0412,de,163,Singapore [SGP]
q0412,de,164,Slovakia [SVK]
q0412,de,165,Slovenia [SVN]
q0412,de,166,Solomon Islands [SLB]
q0412,de,167,Somalia [SOM]
q0412,de,168,South Africa [ZAF]
q0412,de,169,South Korea [KOR]
q0412,de,170,South Sudan [SSD]
q0412,de,171,Spain [ESP]
q0412,de,172,Sri Lanka [LKA]
q0412,de,173,Sudan [SDN]
q0412,de,174,Suriname [SUR]
q0412,de,175,Svalbard [SJM]
q0412,de,176,Sweden [SWE]
q0412,de,177,Switzerland [CHE]
q0412,de,178,Syria [SYR]
q0412,de,179,Taiwan [TWN]
q0412,de,180,Tajikistan [TJK]
q0412,de,181,Tanzania [TZA]
q0412,de,182,Thailand [THA]
q0412,de,183,Timor-Leste [TLS]
q0412,de,184,Togo [TGO]
q0412,de,185,Tonga [TON]
q0412,de,186,Trinidad and Tobago [TTO]
q0412,de,187,Tunisia [TUN]
q0412,de,188,Turkey [TUR]
q0412,de,189,Turkmenistan [TKM]
q0412,de,190,Tuvalu [TUV]
q0412,de,191,Uganda [UGA]
q0412,de,192,Ukraine [UKR]
q0412,de,193,United Arab Emirates [ARE]
q0412,de,194,United Kingdom [GBR]
q0412,de,195,United States of America [USA]
q0412,de,196,Uruguay [URY]
q0412,de,197,Uzbekistan [UZB]
q0412,de,198,Vanuatu [VUT]
q0412,de,199,Vatican City [VAT]
q0412,de,200,Venezuela [VEN]
q0412,de,201,Vietnam [VNM]
q0412,de,202,Western Sahara [ESH]
q0412,de,203,Yemen [YEM]
q0412,de,204,Zambia [ZMB]
q0412,de,205,Zimbabwe [ZWE]
q0412,de,998,I don't know.
q0413,de,0,1 = Never
q0413,de,1,2 = Rarely
q0413,de,2,3 = Occasionally
q0413,de,3,4 = Often
q0413,de,4,5 = Very often
q0414,de,1,Yes
q0415,de,1,Yes
q0416,de,0,No
q0416,de,1,Yes
q0417,de,1,Yes
q0418,de,1,1 = A bit
q0418,de,2,2 = Rarely
q0418,de,3,3 = Regularly
q0418,de,4,4 = Often
q0418,de,5,5 = Very often
q0419,de,0,No
q0419,de,1,Yes
q0420,de,0,No
q0420,de,1,Yes
q0420,de,996,I do not want to describe my disability in further detail
q0421,de,1,Yes
q0501,de,1,Yes
